id,name,description,founder_email,funding_goal,amount_raised,status,created_at
1788,Yohannan PLC,"Illum maiores ducimus impedit. Earum debitis sed in fugiat dolorum quo.
Officia pariatur maiores a sequi. Ipsum cumque eveniet ratione. Minus in iusto cupiditate minima cum veniam.",hemalbhargava351@gmail.com,3495687.19,2670236.45,approved,2023-07-31
1789,Memon LLC,Perspiciatis distinctio hic minus harum quod. Esse facere sed ratione excepturi vero possimus itaque.,vrishtimukhopadhyay112@gmail.com,5638349.02,1726241.1,rejected,2021-05-26
1790,Mohan Ltd,"Veniam unde fugit illum adipisci. Dolores modi dolore ab.
Reiciendis qui eligendi. Ad iste est ipsum.
Repellat saepe mollitia doloremque eum. Exercitationem nisi amet dignissimos asperiores mollitia.",aachalbawa6@gmail.com,7680900.89,4563292.84,rejected,2022-10-28
1791,Bera-Thaker,"Voluptates incidunt quibusdam incidunt. Libero suscipit soluta repellendus. Assumenda vero minus doloremque dolor.
Illo quod consequuntur harum similique quos.",atibaria395@gmail.com,1249655.06,939866.06,rejected,2020-06-15
1792,Bawa and Sons,Pariatur repellat officia dicta provident molestias unde. In nobis voluptatem minus. Distinctio at inventore nisi voluptatibus.,omishavarghese615@gmail.com,5230052.16,1669449.42,rejected,2022-02-16
1793,Bera Group,"A cumque repellat harum accusantium magni. Illo voluptatum similique beatae tempore non aperiam.
Officia fugit assumenda ullam amet. Nulla ducimus incidunt impedit voluptates laboriosam aliquam aut.",jonathanarora269@gmail.com,4679734.41,276082.22,pending,2021-03-16
1794,Chandra-Kala,"Optio quibusdam eos ex molestias. Delectus quo delectus et iusto.
Enim earum voluptas corporis temporibus numquam error. Quam facere cum.",qadimthakur763@gmail.com,6342680.15,4125935.9,rejected,2020-12-01
1795,Patla Ltd,"Sapiente sed reiciendis sed magni velit. Consequuntur ex placeat reprehenderit quod ipsa odit amet.
Sit suscipit eius rerum nobis saepe ullam. Et vel nemo eaque ullam.",vivaanpadmanabhan4@gmail.com,5426393.26,5188781.17,approved,2023-10-21
1796,Khalsa-Kapur,Animi aliquam eveniet temporibus ex molestias laborum. Numquam delectus excepturi ducimus iusto possimus debitis.,vedantbhattacharyya455@gmail.com,3496061.34,1862083.55,rejected,2023-03-12
1797,Amble-Ahluwalia,"Voluptas accusantium ratione. Dicta blanditiis facilis dolorum maiores. Quasi maxime ut explicabo eveniet nobis.
Quos eos in ea commodi blanditiis. Officiis illum vitae.",widishadhillon708@gmail.com,4361892.13,4157387.68,approved,2020-07-04
1798,Kanda-Sama,"Impedit dolorum voluptatibus occaecati earum sit. Asperiores pariatur nobis sed. Quod minima animi iste excepturi adipisci.
Quisquam voluptatem perferendis laboriosam non officia reprehenderit.",kamyaganesh245@gmail.com,3407948.29,2567720.23,rejected,2022-01-20
1799,"Ramesh, Kale and Tara",Rerum facere suscipit deserunt expedita itaque. Repudiandae temporibus tempore veritatis nisi iure debitis. Sint aspernatur unde natus perspiciatis at.,onkarchoudhry65@gmail.com,7152014.28,988360.47,rejected,2023-11-05
1800,"Andra, Hayer and Sura","Voluptatem totam quaerat dicta repellat eius. Dicta saepe itaque facere vero quia.
Itaque magni ut quas voluptas labore.",ethanloke13@gmail.com,5042623.3,2830901.35,approved,2020-03-11
1801,Sheth LLC,"Sed fugiat rerum id.
Aliquid similique nihil quasi accusamus odit. Dolorum aspernatur nostrum magnam eum. Corporis deleniti voluptatem eius voluptas.
Culpa dolore ex numquam eos consectetur ullam.",geetikarau751@gmail.com,8802381.37,5464277.49,approved,2020-04-03
1802,Parmar PLC,"Sunt est quasi excepturi dolorum. Nisi numquam omnis corrupti temporibus consequatur.
Voluptate porro minima enim voluptatibus iusto sequi. Beatae quidem labore totam libero suscipit sunt.",aarinisanghvi80@gmail.com,4878678.37,680118.3,approved,2020-06-11
1803,Wali-Bhatti,Architecto harum tenetur. Sit ipsum tempora ducimus temporibus. Facilis at reiciendis reiciendis. Similique alias commodi quas.,devvenkatesh153@gmail.com,3583186.47,2118870.71,approved,2023-02-04
1804,Malhotra Ltd,"Officia mollitia natus corporis sapiente quo. Tenetur rerum eligendi provident facere error reiciendis.
Perspiciatis sed nemo aliquid vel.",tamannaoza631@gmail.com,1972571.21,1175937.05,approved,2022-07-21
1805,"Gulati, Char and Mahajan","Earum molestiae earum sunt. Veniam sit ab soluta optio exercitationem pariatur. Distinctio harum dignissimos eius.
Odio veritatis rem fugit earum eum reprehenderit.",harshgaba453@gmail.com,1393720.65,169639.59,rejected,2020-07-08
1806,Karnik and Sons,Natus est ea ipsam vel explicabo. Officiis odio aut quas rerum quasi.,ekanidar317@gmail.com,1831728.11,485003.85,approved,2024-08-19
1807,Bhardwaj Group,"Neque maxime impedit porro unde. Tempora omnis tempore ullam minima inventore.
Labore cum ipsam recusandae pariatur. Autem cumque mollitia facilis. Illum sit sequi.",rohanchopra898@gmail.com,5534253.3,2064272.33,approved,2020-03-23
1808,Suresh Inc,"Voluptatum molestias aliquam eos nisi. Vero possimus sint rerum veniam. Exercitationem veritatis officia molestias.
Maiores enim nam voluptas. Totam sapiente sunt maxime doloremque aspernatur.",darshkaur105@gmail.com,6017450.05,4037021.93,pending,2023-11-16
1809,Yogi-Yohannan,Amet odio nisi quod recusandae. Explicabo reprehenderit placeat hic ad error assumenda. Ducimus quia quam.,mayasarma389@gmail.com,1837618.6,1548832.58,approved,2021-11-19
1810,"Hora, Issac and Doshi","Reiciendis culpa aspernatur quidem sint adipisci. Commodi reprehenderit alias eius accusamus id. Dolorem est assumenda recusandae eos.
Repudiandae cum quidem suscipit. Nemo repellendus tempore vitae.",saanvimitter138@gmail.com,6790076.63,2140236.13,pending,2024-07-07
1811,Pillai LLC,Magni harum delectus molestiae. Est provident quas totam quod quam. Cumque occaecati in sint rerum voluptatum dolores quae.,harinakshilad81@gmail.com,4033877.9,725009.03,rejected,2023-10-15
1812,"Bajwa, Naidu and Karan","Consectetur adipisci temporibus cum quisquam. Tempora dolores dolor libero repellat quos. Vitae quo voluptatem earum.
Veniam sed ad doloremque natus architecto. Unde deserunt quod quibusdam alias.",poojamukhopadhyay790@gmail.com,5293586.02,4520630.81,rejected,2023-06-28
1813,"Bhatti, Bhatnagar and Murty",Ducimus tempore recusandae placeat. Libero excepturi laudantium aspernatur nesciunt. Iure culpa eveniet doloremque tenetur vero.,lakshitbawa392@gmail.com,8224441.26,2883694.98,approved,2020-11-04
1814,"Raman, Brahmbhatt and Parmar",Ea eos sed asperiores quaerat maiores nobis. Cum odit dignissimos debitis facere. Adipisci tenetur nesciunt ipsam.,owenlata266@gmail.com,6793678.63,1379154.36,approved,2021-05-23
1815,"Venkataraman, Mannan and Mander",Ipsum quaerat iste porro harum fugiat. Dignissimos ratione fugit alias fugit consequatur.,nilimasankar720@gmail.com,4462938.7,1452988.81,approved,2023-05-16
1816,"Goyal, Saraf and Seth",Officia rem facere ipsam. Consequuntur numquam cumque provident quod alias adipisci.,bhavikaagrawal460@gmail.com,3217615.55,1166281.43,pending,2022-02-12
1817,Dar LLC,Ex ea occaecati consectetur. Officia architecto corrupti error error.,wazirbalay15@gmail.com,696369.2,240683.73,rejected,2022-03-24
1818,"Dhillon, Choudhry and Bora","Nam voluptates corrupti mollitia voluptate quia ut. Quos magni inventore minus quo.
Suscipit dignissimos fuga ut esse ipsam consequatur. Debitis consectetur quas ipsum. Et atque cum.",onkargera829@gmail.com,3561693.36,1002447.51,pending,2023-04-17
1819,Dhaliwal Inc,Consequatur sed dolorum quam cumque repellendus dignissimos id. Possimus corrupti dolorem accusantium officia.,upadhriticomar622@gmail.com,4577739.52,499120.45,rejected,2020-08-09
1820,"Mangal, Chand and Behl",Reprehenderit aspernatur nisi repellendus illum facilis dignissimos. Culpa fugiat dignissimos provident fuga exercitationem. Optio deleniti corrupti.,yutikaviswanathan176@gmail.com,3025640.95,148783.91,approved,2022-12-25
1821,Bhatia-Merchant,Neque iste dicta. Ipsum repudiandae necessitatibus quod ipsam. Tenetur molestiae saepe iusto. Nihil quos earum molestias.,nidraram400@gmail.com,4737486.07,3189555.13,pending,2022-09-04
1822,Mukhopadhyay Ltd,Nam sapiente consequatur debitis doloribus cupiditate. Sapiente eos perferendis provident vero ad animi. Excepturi distinctio rerum id voluptatibus cumque aspernatur.,wazirdugal819@gmail.com,5153703.77,1408897.29,rejected,2024-03-14
1823,Agate Group,Quasi assumenda dolorem reprehenderit. Iste maxime dolores alias minima fugit.,krishasunder424@gmail.com,4550288.04,2699493.14,pending,2022-03-22
1824,Magar LLC,Architecto vero maiores eum. Ducimus necessitatibus iste necessitatibus nihil eius eos. Ab sapiente nulla nulla.,zaitrabhatt304@gmail.com,3699994.84,1321202.81,approved,2022-08-09
1825,Ram-Modi,Nam laudantium consequatur dicta suscipit dolorem. Suscipit eius vero. Quod ut explicabo accusamus minima fugiat.,hredhaangoswami909@gmail.com,5337309.34,110122.32,rejected,2020-05-23
1826,Sha-Kapoor,Tenetur adipisci fugiat. Vero illum reprehenderit ipsum eaque delectus magni. Consequatur deleniti magnam alias.,etapillay562@gmail.com,5883881.3,3630102.05,rejected,2024-08-29
1827,Raj-Chandran,"Tempora aspernatur eius officiis qui unde. Ipsam quod cum.
Modi quasi a aspernatur molestias.
Cum nobis reiciendis consequuntur similique. Similique mollitia illum saepe.",avipall482@gmail.com,2819201.85,998503.52,rejected,2023-01-23
1828,Radhakrishnan LLC,Necessitatibus suscipit sint reprehenderit beatae. Eaque et recusandae sit laboriosam atque.,abdulchaudhary515@gmail.com,7821864.76,838194.26,pending,2023-08-26
1829,"Bir, Mandal and Nagar",Magnam libero nobis reiciendis. Ipsa quidem reiciendis hic inventore iure similique. Facilis quaerat aperiam nisi quam deleniti provident.,saisehgal770@gmail.com,4802823.74,4707348.05,rejected,2022-08-28
1830,Kurian-Desai,Recusandae assumenda perspiciatis error numquam placeat. Optio adipisci accusamus animi quam in exercitationem doloribus. Quod sunt veniam aperiam totam repellendus odit deserunt.,waidabumb551@gmail.com,5037699.25,1260333.58,pending,2023-08-27
1831,Kale PLC,Debitis debitis ipsa libero iste earum. Neque beatae reiciendis molestias ipsa vel.,ranbirbadal358@gmail.com,6416428.85,5624020.63,pending,2020-02-16
1832,Sarin-Samra,Ea deleniti illum adipisci sed voluptate. Tempora fugiat vitae rerum eius libero nihil. Facere eum ducimus rerum quis a quidem.,samarzacharia977@gmail.com,5466432.26,2160940.77,approved,2020-05-20
1833,"Kara, Chokshi and Mishra","Dignissimos aperiam expedita hic omnis ipsum. Sit dolore vero a. Est molestias nostrum alias natus quis debitis excepturi.
Nam reprehenderit provident qui culpa vitae exercitationem.",eshanasarraf27@gmail.com,6906273.27,6593148.03,rejected,2023-02-26
1834,Virk-Saha,"Iste dolore totam quos quod quae.
Nihil officiis rem eveniet molestiae earum. Commodi perferendis consectetur assumenda veniam. Reiciendis dolorum tempore vel.",atharvchowdhury355@gmail.com,5574248.33,3701650.0,pending,2021-11-01
1835,Pant Ltd,Eius consequuntur recusandae odit explicabo exercitationem. Nihil soluta esse ratione esse. Quaerat doloremque fugiat aspernatur repellat. Illum dolorum magnam et.,widishagour318@gmail.com,3775125.25,1051600.91,rejected,2021-02-21
1836,Parmar PLC,"Dolor iusto recusandae non enim. Tempora dolores itaque dolorum iusto impedit culpa quis. Adipisci natus fugit.
Cumque nesciunt nulla eveniet ut. Vero reiciendis quae corrupti ex nesciunt.",finnchaudhari658@gmail.com,5723007.05,374005.97,pending,2024-11-16
1837,"Viswanathan, Khare and Sarraf",Quidem neque excepturi voluptas aspernatur velit. Nesciunt neque voluptates amet asperiores quasi. Asperiores ipsum at facere esse.,orindersangha800@gmail.com,2712547.59,59474.48,approved,2024-01-20
1838,Chokshi Group,Non illum natus. Eaque nobis magni qui hic. Voluptatem at quidem voluptas voluptatum praesentium debitis. Eveniet sunt ipsa commodi fugiat accusamus.,udarshdasgupta160@gmail.com,5217119.41,3534652.13,approved,2023-01-23
1839,"Nayak, Chanda and Bhasin",Amet quibusdam pariatur ducimus. Saepe beatae temporibus. Nulla sequi consequatur maiores repudiandae perspiciatis voluptatum.,xaviervig558@gmail.com,4933540.02,2848140.01,pending,2021-07-26
1840,Rajagopal PLC,Numquam numquam sed praesentium occaecati numquam autem. Sequi deserunt alias excepturi eaque deserunt.,tanmayisachdeva205@gmail.com,4583766.29,3474934.47,approved,2021-06-02
1841,Mangat Inc,"Repellendus corporis corporis tempora. Incidunt ratione numquam eligendi asperiores itaque beatae.
Laudantium eaque incidunt. Eum repudiandae ut dolorum. Consequatur maxime aliquam molestiae impedit.",tanaybakshi374@gmail.com,4742924.98,2959033.58,approved,2021-02-24
1842,Radhakrishnan-Deshmukh,"Ea quod odio minus dignissimos sit facilis mollitia. Quidem quis nihil nesciunt id officia ad.
Impedit atque pariatur repellendus ea unde. Rem dolorem natus omnis.",jagratishroff853@gmail.com,1236301.91,93926.78,rejected,2024-09-04
1843,"Swamy, Dalal and Dhingra","Culpa ex ab alias. Minus necessitatibus voluptatibus enim aliquam quas reiciendis. Nihil reprehenderit corporis expedita cupiditate ea explicabo.
Atque eos laborum in.",krishmisra740@gmail.com,3902550.18,1643349.64,rejected,2023-01-04
1844,Dhillon-Patil,"Sapiente accusantium architecto. Quibusdam at earum earum.
Aperiam similique nihil pariatur dicta quos ipsam. Sit odio aspernatur. Illo illum aliquam cumque enim.",jaichakrabarti819@gmail.com,5185689.8,2940834.81,approved,2021-03-09
1845,Anne-Batta,Natus nemo eos tempora. Iusto eos laboriosam suscipit repellendus voluptas perspiciatis. Quod explicabo perferendis dolorum tempore voluptate iste.,ekiyabera64@gmail.com,5319712.78,3355396.47,approved,2021-05-25
1846,Dada LLC,"Qui quae ut modi eaque veniam. Rerum pariatur est ex labore corporis.
Optio veniam error sint magni rerum. Alias voluptas ratione occaecati.",samarthnagy803@gmail.com,2944649.72,2619308.19,pending,2022-09-18
1847,Bala-Lad,Ut deserunt non unde animi repellat. Omnis voluptas quia. Voluptas vitae enim delectus. Error rerum quos odio quas totam praesentium.,anamikachaudhari696@gmail.com,7531415.68,2125086.89,approved,2024-05-27
1848,Khanna LLC,"Repudiandae maxime est saepe similique ad eligendi deserunt.
Dolor accusamus vitae facere sapiente totam numquam. Vero odit dicta porro animi. Perspiciatis doloremque omnis.",pahalkamdar933@gmail.com,3267650.3,1576781.0,rejected,2021-09-21
1849,"Gole, Bawa and Patil",Ab molestias repudiandae magnam sunt facilis numquam. Voluptatum voluptas eveniet aliquid. Soluta facere itaque harum repudiandae placeat. Provident praesentium rem repudiandae.,ronithtella407@gmail.com,6938914.4,4123365.52,rejected,2020-04-25
1850,"Buch, Dutt and Kade",Quibusdam quos sapiente assumenda natus quos. Reprehenderit delectus dolores.,ekiyasharma730@gmail.com,5854388.72,2796118.57,rejected,2023-04-25
1851,Manda-Master,"Voluptatem voluptates soluta soluta.
Laudantium deserunt consequatur illo reprehenderit animi. Veritatis veniam aliquam dignissimos ex.",jagvinagar62@gmail.com,3707545.38,1635733.41,approved,2024-06-18
1852,"Garde, Saran and Karnik","Ducimus rem quasi sequi esse temporibus. Unde totam at amet.
Nam distinctio laboriosam ullam. Commodi veniam eum beatae magni ipsa. Ducimus veritatis quia consequuntur sint aliquid.",xalakdivan270@gmail.com,8550621.79,1332430.78,pending,2023-12-30
1853,Mand-Loke,"Nulla dignissimos harum corrupti suscipit labore soluta. Ullam sint numquam. Iure eaque modi minima fugiat at.
Provident nemo nihil hic iure. Atque nemo recusandae quisquam ipsam ea in.",diyarout322@gmail.com,2612726.34,976898.53,pending,2024-02-18
1854,Dey-Raval,"Quas vitae ut repellat consectetur cupiditate molestiae. Officiis maxime occaecati ab delectus beatae iure.
Earum occaecati enim cum. Unde cupiditate laboriosam doloremque assumenda fugit.",wardahalder828@gmail.com,6838308.35,2602106.96,approved,2020-04-25
1855,"Krishnamurthy, Sarna and Palla",Aperiam provident non sunt. Excepturi distinctio dolorum quam error commodi. Dolorum veniam numquam similique veritatis.,kalpitahluwalia863@gmail.com,7001164.64,6318669.69,approved,2024-09-19
1856,Kaur-Nigam,Corporis ipsum dolor facere corrupti. Possimus assumenda non dicta amet omnis. Doloremque corrupti magnam fugiat.,oviyasaxena562@gmail.com,3658759.58,1973509.75,approved,2022-06-11
1857,Dhillon and Sons,"Quae repellat accusamus sequi corrupti alias modi. Eos impedit animi dolorem dolore enim consequatur maiores.
Distinctio maiores voluptatum. Fugiat deserunt illo culpa labore.",diyamander178@gmail.com,7784930.6,4929048.62,approved,2024-07-09
1858,Sarma-Rajagopalan,Explicabo aliquid distinctio nam nulla exercitationem alias. Quasi corporis commodi quaerat culpa. Quidem tempore corrupti est pariatur asperiores similique animi.,vinayachakraborty582@gmail.com,4499906.97,401056.5,pending,2021-04-29
1859,"Grewal, Kapur and Sridhar",Vitae nesciunt eos repellat ab. Sequi libero fuga quo fuga soluta doloremque. Esse est dolore unde sunt.,frederickmane265@gmail.com,5577387.26,1023118.11,approved,2022-11-11
1860,"Chacko, Toor and Raja",Natus suscipit necessitatibus nesciunt. Porro fuga est animi error eaque consequatur.,barkhahanda479@gmail.com,5520643.68,4995265.99,rejected,2024-09-26
1861,Char PLC,Deleniti delectus velit asperiores laboriosam consectetur corrupti. A similique vitae expedita.,ekanshrajan678@gmail.com,4731382.52,3765459.75,pending,2021-03-09
